ontology	label	definition	internal_id	accuracy	internal_consistency	score	confidence	notes	is_a	relationships	is_original	masked_id	expected_label	feature_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_label	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives	task	method	model_name	feature_label	expected_relationships	predicted_relationships	expected_definition	predicted_definition
envo	prison facility	A facility in which inmates are forcibly confined and denied a variety of freedoms under the authority of the state as punishment for various crimes.	613	0.0					HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}	False	PrisonFacility				[{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}, {'predicate': 'subClassOf', 'target': 'HumanConstruction'}]		ENVO:03501204		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	prison facility			A human construction which is used to forcibly confine humans.	A facility in which inmates are forcibly confined and denied a variety of freedoms under the authority of the state as punishment for various crimes.
envo	prison facility	A facility in which inmates are forcibly confined and denied a variety of freedoms under the authority of the state.	614	0.0					HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}	False	PrisonFacility				[{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}, {'predicate': 'subClassOf', 'target': 'HumanConstruction'}]		ENVO:03501204		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	prison facility			A human construction which is used to forcibly confine humans.	A facility in which inmates are forcibly confined and denied a variety of freedoms under the authority of the state.
envo	prison facility	A facility used to confine and rehabilitate individuals who have been convicted of crimes.	615	0.0					HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}	False	PrisonFacility				[{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}, {'predicate': 'subClassOf', 'target': 'HumanConstruction'}]		ENVO:03501204		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	prison facility			A human construction which is used to forcibly confine humans.	A facility used to confine and rehabilitate individuals who have been convicted of crimes.
envo	prison facility	A secure facility for the confinement of persons who are held as suspects, accused or convicted of criminal offenses.	616	0.0					HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}	False	PrisonFacility				[{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}, {'predicate': 'subClassOf', 'target': 'HumanConstruction'}]		ENVO:03501204		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	prison facility			A human construction which is used to forcibly confine humans.	A secure facility for the confinement of persons who are held as suspects, accused or convicted of criminal offenses.
envo	prison facility	A specialized human construction designed to incarcerate individuals who have been convicted of crimes. It participates in the usage of an environment for community and social services.	617	0.0					HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}	False	PrisonFacility				[{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}, {'predicate': 'subClassOf', 'target': 'HumanConstruction'}]		ENVO:03501204		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-3.5-turbo	prison facility			A human construction which is used to forcibly confine humans.	A specialized human construction designed to incarcerate individuals who have been convicted of crimes. It participates in the usage of an environment for community and social services.
envo	prison facility	A type of Human Construction designed to house and contain individuals who have committed crimes. It serves as part of the judicial system, offering punishment and rehabilitation for inmates. This facility participates in the Usage of an Environment for Community and Social Services, displaying its social function to rehabilitate and reintegrate inmates back into society.	618	0.0					HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}	False	PrisonFacility				[{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}, {'predicate': 'subClassOf', 'target': 'HumanConstruction'}]		ENVO:03501204		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	prison facility			A human construction which is used to forcibly confine humans.	A type of Human Construction designed to house and contain individuals who have committed crimes. It serves as part of the judicial system, offering punishment and rehabilitation for inmates. This facility participates in the Usage of an Environment for Community and Social Services, displaying its social function to rehabilitate and reintegrate inmates back into society.
envo	private prison	A correctional facility that is operated by a private company and contracted by the government to hold prisoners.	619	0.0					PrisonFacility		False	PrivatePrison				[{'predicate': 'subClassOf', 'target': 'PrisonFacility'}]		ENVO:03501205		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	private prison			A prison facility which is owned and operated by a private corporation.	A correctional facility that is operated by a private company and contracted by the government to hold prisoners.
envo	private prison	A prison facility which is owned and operated by a private corporation.	620	0.0					PrisonFacility		True	PrivatePrison				[{'predicate': 'subClassOf', 'target': 'PrisonFacility'}]		ENVO:03501205		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	private prison			A prison facility which is owned and operated by a private corporation.	A correctional facility that is operated by a private company and contracted by the government to hold prisoners.
envo	private prison	A correctional institution where persons are confined while on trial or for punishment and that is privately owned and operated for profit.	621	0.0					PrisonFacility		False	PrivatePrison				[{'predicate': 'subClassOf', 'target': 'PrisonFacility'}]		ENVO:03501205		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	private prison			A prison facility which is owned and operated by a private corporation.	A correctional institution where persons are confined while on trial or for punishment and that is privately owned and operated for profit.
envo	private prison	A prison facility run by a private sector company or corporation that contracts with national or state governments.	622	0.0					PrisonFacility		False	PrivatePrison				[{'predicate': 'subClassOf', 'target': 'PrisonFacility'}]		ENVO:03501205		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	private prison			A prison facility which is owned and operated by a private corporation.	A prison facility run by a private sector company or corporation that contracts with national or state governments.
envo	private prison	A prison facility that is privately operated.	623	0.0					PrisonFacility		False	PrivatePrison				[{'predicate': 'subClassOf', 'target': 'PrisonFacility'}]		ENVO:03501205		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	private prison			A prison facility which is owned and operated by a private corporation.	A prison facility that is privately operated.
envo	private prison	A prison facility that is privately owned and operated.	624	0.0					PrisonFacility		False	PrivatePrison				[{'predicate': 'subClassOf', 'target': 'PrisonFacility'}]		ENVO:03501205		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	private prison			A prison facility which is owned and operated by a private corporation.	A prison facility that is privately owned and operated.
envo	private prison	A private prison is a place in which individuals are physically confined or interned by a third party that is contracted by a government agency. They have been used by government entities as a method to decrease costs. 	625	0.0					PrisonFacility		False	PrivatePrison				[{'predicate': 'subClassOf', 'target': 'PrisonFacility'}]		ENVO:03501205		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	private prison			A prison facility which is owned and operated by a private corporation.	A private prison is a place in which individuals are physically confined or interned by a third party that is contracted by a government agency. They have been used by government entities as a method to decrease costs. 
envo	private prison	A type of prison facility that is owned and operated by a private company.	626	0.0					PrisonFacility		False	PrivatePrison				[{'predicate': 'subClassOf', 'target': 'PrisonFacility'}]		ENVO:03501205		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-3.5-turbo	private prison			A prison facility which is owned and operated by a private corporation.	A type of prison facility that is owned and operated by a private company.
envo	trattoria	A restaurant which is of Italian cultural origin and which is generally less formal than an Italian ristorante, but more formal than an osteria.	627	0.0					Restaurant		True	Trattoria				[{'predicate': 'subClassOf', 'target': 'Restaurant'}]		ENVO:03501228		0.0	0.0	0.0	0.0	0.0	0	0	0	1	definition	direct	gpt-4	trattoria			A restaurant which is of Italian cultural origin and which is generally less formal than an Italian ristorante, but more formal than an osteria.	
envo	hillock	A hillock is a particular type of natural geographical feature categorically classified as a subtype of Hill. Mainly small in size, it is often characterized by its modest elevation in comparison to mountains. It is relatively higher than the surrounding terrain but not as high or steep as a mountain.	628	0.0					Hill		False	Hillock				[{'predicate': 'subClassOf', 'target': 'Hill'}]		ENVO:03501238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	hillock			A hill which is small and usually separated from a larger group of hills such as a range.	A hillock is a particular type of natural geographical feature categorically classified as a subtype of Hill. Mainly small in size, it is often characterized by its modest elevation in comparison to mountains. It is relatively higher than the surrounding terrain but not as high or steep as a mountain.
envo	hillock	A hill which is small and usually separated from a larger group of hills such as a range.	629	0.0					Hill		True	Hillock				[{'predicate': 'subClassOf', 'target': 'Hill'}]		ENVO:03501238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	hillock			A hill which is small and usually separated from a larger group of hills such as a range.	A hillock is a particular type of natural geographical feature categorically classified as a subtype of Hill. Mainly small in size, it is often characterized by its modest elevation in comparison to mountains. It is relatively higher than the surrounding terrain but not as high or steep as a mountain.
envo	hillock	A hillock is a smaller, gently sloping landform that falls under the category of hills.	630	0.0					Hill		False	Hillock				[{'predicate': 'subClassOf', 'target': 'Hill'}]		ENVO:03501238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-3.5-turbo	hillock			A hill which is small and usually separated from a larger group of hills such as a range.	A hillock is a smaller, gently sloping landform that falls under the category of hills.
envo	hillock	A small hill or mound, often artificial and usually less than 50 meters high.	631	0.0					Hill		False	Hillock				[{'predicate': 'subClassOf', 'target': 'Hill'}]		ENVO:03501238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	hillock			A hill which is small and usually separated from a larger group of hills such as a range.	A small hill or mound, often artificial and usually less than 50 meters high.
envo	hillock	A small hill or mound.	632	0.0					Hill		False	Hillock				[{'predicate': 'subClassOf', 'target': 'Hill'}]		ENVO:03501238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	hillock			A hill which is small and usually separated from a larger group of hills such as a range.	A small hill or mound.
envo	hillock	A small hill or mound.	633	0.0					Hill		False	Hillock				[{'predicate': 'subClassOf', 'target': 'Hill'}]		ENVO:03501238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	hillock			A hill which is small and usually separated from a larger group of hills such as a range.	A small hill or mound.
envo	hillock	A small hill or mound.	634	0.0					Hill		False	Hillock				[{'predicate': 'subClassOf', 'target': 'Hill'}]		ENVO:03501238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	hillock			A hill which is small and usually separated from a larger group of hills such as a range.	A small hill or mound.
envo	hillock	A small hill or mound.	635	0.0					Hill		False	Hillock				[{'predicate': 'subClassOf', 'target': 'Hill'}]		ENVO:03501238		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	hillock			A hill which is small and usually separated from a larger group of hills such as a range.	A small hill or mound.
envo	swing bridge	A movable bridge design that features a fixed section and a movable section, called the 'swing span', that can rotate horizontally around a pivot point. This design feature is primarily to allow water vehicles, particularly large ships and boats, to pass through without any hindrance when the bridge is in an open position. It also permits road traffic to continue unhindered when in the closed position. Swing bridges are commonly found in areas where a high waterway traffic is present, such as ports or riverside cities.	636	0.0					Bridge		False	SwingBridge				[{'predicate': 'subClassOf', 'target': 'Bridge'}]		ENVO:03501250		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	swing bridge			A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.	A movable bridge design that features a fixed section and a movable section, called the 'swing span', that can rotate horizontally around a pivot point. This design feature is primarily to allow water vehicles, particularly large ships and boats, to pass through without any hindrance when the bridge is in an open position. It also permits road traffic to continue unhindered when in the closed position. Swing bridges are commonly found in areas where a high waterway traffic is present, such as ports or riverside cities.
envo	swing bridge	A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.	637	0.0					Bridge		True	SwingBridge				[{'predicate': 'subClassOf', 'target': 'Bridge'}]		ENVO:03501250		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	swing bridge			A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.	A movable bridge design that features a fixed section and a movable section, called the 'swing span', that can rotate horizontally around a pivot point. This design feature is primarily to allow water vehicles, particularly large ships and boats, to pass through without any hindrance when the bridge is in an open position. It also permits road traffic to continue unhindered when in the closed position. Swing bridges are commonly found in areas where a high waterway traffic is present, such as ports or riverside cities.
envo	swing bridge	a type of bridge that is classified under the broader category of bridges	638	0.0					Bridge		False	SwingBridge				[{'predicate': 'subClassOf', 'target': 'Bridge'}]		ENVO:03501250		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-3.5-turbo	swing bridge			A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.	a type of bridge that is classified under the broader category of bridges
envo	swing bridge	a type of movable bridge, typically consisting of a series of spans, each capable of being rotated to allow passage of boats	639	0.0					Bridge		False	SwingBridge				[{'predicate': 'subClassOf', 'target': 'Bridge'}]		ENVO:03501250		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	swing bridge			A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.	a type of movable bridge, typically consisting of a series of spans, each capable of being rotated to allow passage of boats
envo	swing bridge	class of Bridge	640	0.0					Bridge		False	SwingBridge				[{'predicate': 'subClassOf', 'target': 'Bridge'}]		ENVO:03501250		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	swing bridge			A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.	class of Bridge
envo	swing bridge	subclass of bridge	641	0.0					Bridge		False	SwingBridge				[{'predicate': 'subClassOf', 'target': 'Bridge'}]		ENVO:03501250		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	swing bridge			A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.	subclass of bridge
envo	swing bridge	swing bridge	642	0.0					Bridge		False	SwingBridge				[{'predicate': 'subClassOf', 'target': 'Bridge'}]		ENVO:03501250		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	swing bridge			A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.	swing bridge
envo	swing bridge	swing bridge	643	0.0					Bridge		False	SwingBridge				[{'predicate': 'subClassOf', 'target': 'Bridge'}]		ENVO:03501250		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	swing bridge			A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.	swing bridge
envo	vacuum cleaner	A household appliance that operates on the principle of negative pressure with the purpose of removing dirt and debris from floors and other surfaces.	644	0.0					ManufacturedProduct		False	VacuumCleaner				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501251		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	vacuum cleaner			A device that causes suction in order to remove debris from surfaces.	A household appliance that operates on the principle of negative pressure with the purpose of removing dirt and debris from floors and other surfaces.
envo	vacuum cleaner	A device that causes suction in order to remove debris from surfaces.	645	0.0					ManufacturedProduct		True	VacuumCleaner				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501251		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	vacuum cleaner			A device that causes suction in order to remove debris from surfaces.	A household appliance that operates on the principle of negative pressure with the purpose of removing dirt and debris from floors and other surfaces.
envo	vacuum cleaner	A vacuum cleaner is a device that uses an air pump to create a partial vacuum to suck up dust and dirt, usually from floors, and optionally from other surfaces as well.	646	0.0					ManufacturedProduct		False	VacuumCleaner				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501251		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	vacuum cleaner			A device that causes suction in order to remove debris from surfaces.	A vacuum cleaner is a device that uses an air pump to create a partial vacuum to suck up dust and dirt, usually from floors, and optionally from other surfaces as well.
envo	vacuum cleaner	A vacuum cleaner is a device that uses an air pump to create a partial vacuum to suck up dust and dirt, usually from floors, and optionally from other surfaces as well.	647	0.0					ManufacturedProduct		False	VacuumCleaner				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501251		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	vacuum cleaner			A device that causes suction in order to remove debris from surfaces.	A vacuum cleaner is a device that uses an air pump to create a partial vacuum to suck up dust and dirt, usually from floors, and optionally from other surfaces as well.
envo	vacuum cleaner	A vacuum cleaner is a manufactured product that is used for cleaning by creating a partial vacuum to suck up dust and dirt.	648	0.0					ManufacturedProduct		False	VacuumCleaner				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501251		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	vacuum cleaner			A device that causes suction in order to remove debris from surfaces.	A vacuum cleaner is a manufactured product that is used for cleaning by creating a partial vacuum to suck up dust and dirt.
envo	vacuum cleaner	A vacuum cleaner is a type of manufactured product that is designed and produced for the purpose of cleaning surfaces such as floors, carpets, and upholstery. It operates by creating suction to collect dirt, dust, and other debris from various surfaces and deposit it into a debris collection bag or container.	649	0.0					ManufacturedProduct		False	VacuumCleaner				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501251		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-3.5-turbo	vacuum cleaner			A device that causes suction in order to remove debris from surfaces.	A vacuum cleaner is a type of manufactured product that is designed and produced for the purpose of cleaning surfaces such as floors, carpets, and upholstery. It operates by creating suction to collect dirt, dust, and other debris from various surfaces and deposit it into a debris collection bag or container.
envo	vacuum cleaner	A vacuum cleaner is a type of manufactured product that is used for home and industrial cleaning purposes. It operates on the principle of creating a vacuum to suck up dirt and dust from the floor and other surfaces. Most vacuum cleaners are electrically operated and come with a dust bag or a container that collects the dirt for later disposal. Sizes and designs vary widely, and some models are equipped with special features. Enhancement varies from features like HEPA filters to trap allergens or robotic functionalities that allow autonomous cleaning.	650	0.0					ManufacturedProduct		False	VacuumCleaner				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501251		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	vacuum cleaner			A device that causes suction in order to remove debris from surfaces.	A vacuum cleaner is a type of manufactured product that is used for home and industrial cleaning purposes. It operates on the principle of creating a vacuum to suck up dirt and dust from the floor and other surfaces. Most vacuum cleaners are electrically operated and come with a dust bag or a container that collects the dirt for later disposal. Sizes and designs vary widely, and some models are equipped with special features. Enhancement varies from features like HEPA filters to trap allergens or robotic functionalities that allow autonomous cleaning.
envo	gypsum	A soft sulfate mineral composed of calcium sulfate dihydrate.	651	1.0					AnthropogenicEnvironmentalMaterial		False	Gypsum				[{'predicate': 'subClassOf', 'target': 'AnthropogenicEnvironmentalMaterial'}]		ENVO:03501253		1.0	1.0	1.0	1.0	0.0	1	0	0	0	definition	direct	gpt-4	gypsum			A soft sulfate mineral composed of calcium sulfate dihydrate.	A soft sulfate mineral composed of calcium sulfate dihydrate.
envo	gypsum	A white or gray naturally occurring mineral found in sedimentary rock formations.	652	0.0					AnthropogenicEnvironmentalMaterial		False	Gypsum				[{'predicate': 'subClassOf', 'target': 'AnthropogenicEnvironmentalMaterial'}]		ENVO:03501253		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	gypsum			A soft sulfate mineral composed of calcium sulfate dihydrate.	A white or gray naturally occurring mineral found in sedimentary rock formations.
envo	gypsum	Gypsum is a mineral composed of calcium sulfate dihydrate (CaSO4·2H2O) that is often used as a building material.	653	0.0					AnthropogenicEnvironmentalMaterial		False	Gypsum				[{'predicate': 'subClassOf', 'target': 'AnthropogenicEnvironmentalMaterial'}]		ENVO:03501253		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	gypsum			A soft sulfate mineral composed of calcium sulfate dihydrate.	Gypsum is a mineral composed of calcium sulfate dihydrate (CaSO4·2H2O) that is often used as a building material.
envo	gypsum	Gypsum is a mineral composed of calcium sulfate dihydrate.	654	0.0					AnthropogenicEnvironmentalMaterial		False	Gypsum				[{'predicate': 'subClassOf', 'target': 'AnthropogenicEnvironmentalMaterial'}]		ENVO:03501253		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	gypsum			A soft sulfate mineral composed of calcium sulfate dihydrate.	Gypsum is a mineral composed of calcium sulfate dihydrate.
envo	gypsum	Gypsum is a naturally occurring mineral composed of calcium sulfate dihydrate (CaSO4·2H2O). It belongs to the family of sulfate minerals. Gypsum is widely distributed in various sedimentary rocks and is commonly found in association with halite, anhydrite, sulfur, and dolomite.	655	0.0					AnthropogenicEnvironmentalMaterial		False	Gypsum				[{'predicate': 'subClassOf', 'target': 'AnthropogenicEnvironmentalMaterial'}]		ENVO:03501253		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-3.5-turbo	gypsum			A soft sulfate mineral composed of calcium sulfate dihydrate.	Gypsum is a naturally occurring mineral composed of calcium sulfate dihydrate (CaSO4·2H2O). It belongs to the family of sulfate minerals. Gypsum is widely distributed in various sedimentary rocks and is commonly found in association with halite, anhydrite, sulfur, and dolomite.
envo	gypsum	Gypsum is a widespread, naturally occurring, white, chalky mineral known for its unique ability to form large crystals and as a rock-forming mineral. It is mostly used in the construction industry as it’s a key component of plaster, drywall and other building materials. Additionally, it is also used in the making of fertilizers and soil conditioners. As an anthropogenic environmental material, gypsum plays a significant role in environmental systems affected by human activities. It has both potential negative environmental impacts (e.g. dust emission and waste generation) and positive effects such as the improvement of soil structure when used as a soil conditioner. Anthropogenic gypsum can also be industrially produced as a by-product, retaining essential properties of natural gypsum making it a crucial resource for various industries, especially construction.	656	0.0					AnthropogenicEnvironmentalMaterial		False	Gypsum				[{'predicate': 'subClassOf', 'target': 'AnthropogenicEnvironmentalMaterial'}]		ENVO:03501253		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	gypsum			A soft sulfate mineral composed of calcium sulfate dihydrate.	Gypsum is a widespread, naturally occurring, white, chalky mineral known for its unique ability to form large crystals and as a rock-forming mineral. It is mostly used in the construction industry as it’s a key component of plaster, drywall and other building materials. Additionally, it is also used in the making of fertilizers and soil conditioners. As an anthropogenic environmental material, gypsum plays a significant role in environmental systems affected by human activities. It has both potential negative environmental impacts (e.g. dust emission and waste generation) and positive effects such as the improvement of soil structure when used as a soil conditioner. Anthropogenic gypsum can also be industrially produced as a by-product, retaining essential properties of natural gypsum making it a crucial resource for various industries, especially construction.
envo	gypsum	Gypsum is an anthropogenic environmental material which is a naturally occurring mineral.	657	0.0					AnthropogenicEnvironmentalMaterial		False	Gypsum				[{'predicate': 'subClassOf', 'target': 'AnthropogenicEnvironmentalMaterial'}]		ENVO:03501253		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	gypsum			A soft sulfate mineral composed of calcium sulfate dihydrate.	Gypsum is an anthropogenic environmental material which is a naturally occurring mineral.
envo	squeegee	a hand tool	658	0.0					HandTool		False	Squeegee				[{'predicate': 'subClassOf', 'target': 'HandTool'}]		ENVO:03501264		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	squeegee			A tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.	a hand tool
envo	squeegee	A tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.	659	0.0					HandTool		True	Squeegee				[{'predicate': 'subClassOf', 'target': 'HandTool'}]		ENVO:03501264		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	squeegee			A tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.	a hand tool
envo	squeegee	a handheld tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.	660	0.0					HandTool		False	Squeegee				[{'predicate': 'subClassOf', 'target': 'HandTool'}]		ENVO:03501264		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	squeegee			A tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.	a handheld tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.
envo	squeegee	a tool used to remove water or other liquid from a surface	661	0.0					HandTool		False	Squeegee				[{'predicate': 'subClassOf', 'target': 'HandTool'}]		ENVO:03501264		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	squeegee			A tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.	a tool used to remove water or other liquid from a surface
envo	squeegee	squeegee	662	0.0					HandTool		False	Squeegee				[{'predicate': 'subClassOf', 'target': 'HandTool'}]		ENVO:03501264		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	squeegee			A tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.	squeegee
envo	pump	A device that moves fluids (liquids or gases), or sometimes slurries, by mechanical action.	663	0.0					ManufacturedProduct		True	Pump				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501266		0.0	0.0	0.0	0.0	0.0	0	0	0	1	definition	direct	gpt-4	pump			A device that moves fluids (liquids or gases), or sometimes slurries, by mechanical action.	
envo	pallet	A manufactured product which is a flat transport structure that supports goods in a stable fashion while being lifted and/or moved.	664	0.0					ManufacturedProduct		True	Pallet				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501268		0.0	0.0	0.0	0.0	0.0	0	0	0	1	definition	direct	gpt-4	pallet			A manufactured product which is a flat transport structure that supports goods in a stable fashion while being lifted and/or moved.	
envo	dryer	A machine or appliance used to remove moisture from clothing or other fabrics by heating or air circulation.	665	0.0					ManufacturedProduct		False	Dryer				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501284		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	dryer			A device designed to remove water or humidity.	A machine or appliance used to remove moisture from clothing or other fabrics by heating or air circulation.
envo	dryer	A device designed to remove water or humidity.	666	0.0					ManufacturedProduct		True	Dryer				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501284		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	dryer			A device designed to remove water or humidity.	A machine or appliance used to remove moisture from clothing or other fabrics by heating or air circulation.
envo	dryer	A machine or device for drying clothes, hair, etc.	667	0.0					ManufacturedProduct		False	Dryer				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501284		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	dryer			A device designed to remove water or humidity.	A machine or device for drying clothes, hair, etc.
envo	dryer	A manufactured product that is designed to absorb or emit air, specifically to dry something.	668	0.0					ManufacturedProduct		False	Dryer				[{'predicate': 'subClassOf', 'target': 'ManufacturedProduct'}]		ENVO:03501284		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	dryer			A device designed to remove water or humidity.	A manufactured product that is designed to absorb or emit air, specifically to dry something.
