ontology	label	definition	internal_id	accuracy	internal_consistency	score	confidence	notes	is_a	relationships
envo	irradiation by ionizing radiation	The process of exposing an object or organism to ionizing radiation.	514						Irradiation	{'predicate': 'HasPart', 'target': 'IonizingRadiation'}
envo	petroleum oil refinery	A facility that processes raw petroleum oil into various fuels and other products.	515						Refinery	
envo	petroleum oil refinery	A refinery which is capable of processing petroleum oil.	516						Refinery	
envo	petroleum oil refinery	A refinery specifically designed for the refining or processing of petroleum oil.	517						Refinery	
envo	petroleum oil refinery	A refinery that processes petroleum oil into various products.	518						Refinery	
envo	petroleum oil refinery	A refinery that processes petroleum oil.	519						Refinery	
envo	petroleum oil refinery	A refinery which is capable of processing petroleum oil into various products.	521						Refinery	
envo	petroleum oil refinery	A subclass of refinery which is capable of carrying out specific set of operations potentially related to refining or processing crude oil. It contributes majorly to industrial sector production by converting raw petroleum or crude oil into usable products like gasoline, diesel, heating oil, etc.	522						Refinery	
envo	planetary cryosphere	A cryosphere which is a part of a planet.	523						Cryosphere	{'predicate': 'PartOf', 'target': 'Planet'}
envo	planetary cryosphere	A cryosphere which is part of a planet.	524						Cryosphere	{'predicate': 'PartOf', 'target': 'Planet'}
envo	planetary cryosphere	An integral part of a planet that includes all icy surfaces and belongs to the broader class of cryosphere.	527						Cryosphere	{'predicate': 'PartOf', 'target': 'Planet'}
envo	planetary cryosphere	The frozen component of a planet.	528						Cryosphere	{'predicate': 'PartOf', 'target': 'Planet'}
envo	planetary cryosphere	The frozen water on a planet's surface and in its atmosphere.	529						Cryosphere	{'predicate': 'PartOf', 'target': 'Planet'}
envo	planetary cryosphere	The portion of a planet that consists of ice, including ice sheets, glaciers, ice caps, and other forms of ice.	530						Cryosphere	{'predicate': 'PartOf', 'target': 'Planet'}
envo	snow cover	A density quality which inheres in a bearer by virtue of some influence exerted by the bearer's mass on a given area.	531						AreaDensity	
envo	snow cover	An area density which inheres in snow distributed over an area of a landmass or other substrate.	532						AreaDensity	
envo	snow cover	A measure of the amount of snow that covers an area.	533						AreaDensity	
envo	snow cover	The amount of a particular surface or area covered by snow, typically measured as a depth or percentage.	534						AreaDensity	
envo	snow cover	The amount of snow covering an area, expressed as a density.	535						AreaDensity	
envo	snow cover	The areal extent of ground covered by snow.	536						AreaDensity	
envo	snow cover	The extent or amount of snow covering a given area.	537						AreaDensity	
envo	snow cover	The extent to which the ground is covered by snow. It is a physical phenomenon that occurs when precipitation in the form of snow falls onto the Earth's surface.	538						AreaDensity	
envo	precipitation of sleet	A hydrological precipitation process in which small ice pellets (sleet) fall to the surface of an astronomical body.	539						HydrologicalPrecipitationProcess	
envo	precipitation of sleet	A hydrological precipitation process during which water falls in both liquid and frozen form.	540						HydrologicalPrecipitationProcess	
envo	precipitation of sleet	A hydrological process in which irregular aggregates of sleet fall to the surface of an astronomical body.	541						HydrologicalPrecipitationProcess	
envo	precipitation of sleet	A hydrological process in which raindrops freeze into ice pellets before they reach the ground.	542						HydrologicalPrecipitationProcess	
envo	precipitation of sleet	A hydrological process in which sleet falls to the surface of an astronomical body.	543						HydrologicalPrecipitationProcess	
envo	precipitation of sleet	A hydrological process in which sleet precipitates to the surface of an astronomical body.	544						HydrologicalPrecipitationProcess	
envo	precipitation of sleet	A specific type of hydrological precipitation process characterized by frozen raindrops that fall through below-freezing air.	545						HydrologicalPrecipitationProcess	
envo	precipitation of sleet	The process of precipitation in the form of small ice pellets or raindrops that freeze into ice pellets before reaching the ground.	546						HydrologicalPrecipitationProcess	
envo	public transit system	A constructed transport system that is designed to carry large numbers of people and is available for public use.	547						ConstructedTransportSystem	{'predicate': 'PartOf', 'target': 'PublicInfrastructure'} | {'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	public transit system	A constructed transport system which is owned by a government or other form of public representation.	548						ConstructedTransportSystem	{'predicate': 'PartOf', 'target': 'PublicInfrastructure'} | {'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	public transit system	A critical component of the built environment that supports the functioning of society by facilitating the movement of people through various interconnected means of transportation such as buses, trams, subways, and trains. It enhances social inclusion and facilitates productive and fulfilling lives by linking people to essential community services, job opportunities, educational institutions, health care facilities, markets, recreational areas, and other important destinations. It is often considered an important measure of the overall capacity and commitment of a community or a city to sustainable development and social progress.	549						ConstructedTransportSystem	{'predicate': 'PartOf', 'target': 'PublicInfrastructure'} | {'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	public transit system	A network of transportation services provided by the government or public agencies for the public's use. It consists of various modes of transportation, such as buses, trains, trams, subways, ferries, and bike-sharing programs, interconnected through well-planned routes, schedules, and stations to facilitate the movement of people within a city or region. It supports community services and ensures equal opportunities for individuals to participate in the social and economic life of the community. It focuses on public accessibility, affordability, and sustainability, optimizing efficiency, reducing traffic congestion, and minimizing environmental impact. It utilizes smart technologies to enhance the user experience and responsiveness to community needs.	550						ConstructedTransportSystem	{'predicate': 'PartOf', 'target': 'PublicInfrastructure'} | {'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	public transit system	A system of transportation open for general use by the public, typically consisting of buses, subway, trains, trams, etc. It is part of the public infrastructure and participates in usage of environment for community and social services.	551						ConstructedTransportSystem	{'predicate': 'PartOf', 'target': 'PublicInfrastructure'} | {'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	public transit system	A system of transportation that is publicly available and serves the community, typically consisting of buses, trains, and other vehicles.	552						ConstructedTransportSystem	{'predicate': 'PartOf', 'target': 'PublicInfrastructure'} | {'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	public transit system	A system that provides public transportation services for a community or region.	553						ConstructedTransportSystem	{'predicate': 'PartOf', 'target': 'PublicInfrastructure'} | {'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	public transit system	A transportation network that consists of a set of infrastructure, facilities and vehicles established and maintained by the government or community for use by the public.	554						ConstructedTransportSystem	{'predicate': 'PartOf', 'target': 'PublicInfrastructure'} | {'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	intensive care unit room	A room specifically designed and equipped to provide intensive care medicine to patients.	555						Room	{'predicate': 'PartOf', 'target': 'IntensiveCareUnitFacility'}
envo	intensive care unit room	A room in which intensive medical care is provided.	556						Room	{'predicate': 'PartOf', 'target': 'IntensiveCareUnitFacility'}
envo	intensive care unit room	A room that is a part of an Intensive Care Unit Facility, designed and equipped to provide critical medical care and constant monitoring for patients in a critical or life-threatening condition.	557						Room	{'predicate': 'PartOf', 'target': 'IntensiveCareUnitFacility'}
envo	intensive care unit room	A room that is a part of an intensive care unit facility.	558						Room	{'predicate': 'PartOf', 'target': 'IntensiveCareUnitFacility'}
envo	intensive care unit room	A room that is part of an intensive care unit facility.	559						Room	{'predicate': 'PartOf', 'target': 'IntensiveCareUnitFacility'}
envo	intensive care unit room	A room within an intensive care unit facility that is equipped to provide medical intensive care for patients with severe and life-threatening illnesses and injuries.	560						Room	{'predicate': 'PartOf', 'target': 'IntensiveCareUnitFacility'}
envo	intensive care unit room	A room within an intensive care unit facility that is specifically designed and equipped to provide specialized medical care for patients with severe or life-threatening illnesses and injuries.	561						Room	{'predicate': 'PartOf', 'target': 'IntensiveCareUnitFacility'}
envo	intensive care unit room	A specialized section within an Intensive Care Unit Facility, equipped with advanced medical technology and designed to cater to patients with severe or life-threatening illnesses or injuries. It is a subclass of a 'Room' with a focus on providing round-the-clock monitoring and care.	562						Room	{'predicate': 'PartOf', 'target': 'IntensiveCareUnitFacility'}
envo	neonatal unit facility	A facility within a hospital specifically designed to provide care for newborn infants.	563						HospitalUnitFacility	
envo	neonatal unit facility	A hospital unit facility which is used to provide neonatal medical services.	564						HospitalUnitFacility	
envo	neonatal unit facility	A facility within a hospital that is set up to deal with neonatal care.	565						HospitalUnitFacility	
envo	neonatal unit facility	A facility within a hospital that provides specialized care for newborn infants.	566						HospitalUnitFacility	
envo	neonatal unit facility	A specialized department within a hospital dedicated to the care of ill or premature newborn infants. It operates with its unique specialization, but shares common characteristics with other hospital units such as delivering healthcare services, clinical operations standards, administration, and overall objectives of ensuring patient's wellbeing and life preservation.	567						HospitalUnitFacility	
envo	neonatal unit facility	A specialized facility within a hospital that provides intensive care for infants.	568						HospitalUnitFacility	
envo	neonatal unit facility	A specialized healthcare unit within a hospital that provides intensive medical care for newborn infants.	569						HospitalUnitFacility	
envo	nutrition and dietetics unit facility	A hospital unit facility which is used to provide nutrition and dietetics services.	570						HospitalUnitFacility	
envo	pediatric intensive care unit facility	A facility that provides intensive care specifically for pediatric patients.	571						IntensiveCareUnitFacility	
envo	pediatric intensive care unit facility	A hospital unit facility which is used to provide pediatric intensive care.	572						IntensiveCareUnitFacility	
envo	pediatric intensive care unit facility	A facility within a hospital specialized in providing intensive care to critically ill pediatric patients.	573						IntensiveCareUnitFacility	
envo	pediatric intensive care unit facility	A specialized facility that provides treatment for critically ill or injured children, ranging from infants to teens, with a focus on their unique needs and conditions. These facilities are equipped with advanced life-support technologies and highly trained staff, and are designed to comfort the young patients psychologically. They are a subclass of a general Intensive Care Unit Facility, with the goal of stabilizing patients' condition, improving their health, and facilitating their transition back to normal life or to lower level wards.	574						IntensiveCareUnitFacility	
envo	pediatric intensive care unit facility	A specialized healthcare facility that provides critical care and specialized medical attention to infants, children, and adolescents who are acutely ill or injured.	575						IntensiveCareUnitFacility	
envo	pediatric intensive care unit facility	A specialized hospital unit that provides critical care for infants and children.	576						IntensiveCareUnitFacility	
envo	pediatric intensive care unit facility	A specialized intensive care unit that provides comprehensive and continual care for critically ill newborns and children.	577						IntensiveCareUnitFacility	
envo	pediatric intensive care unit facility	An intensive care unit facility that is designed specifically for the intensive care of children and infants.	578						IntensiveCareUnitFacility	
envo	pharmacy unit facility	A distinct entity within a larger healthcare infrastructure, primarily specalized in dispensing medications prescribed by medical practitioners and offering expert medical advice. It includes a pharmacy as a significant part of its operation and is a sub-class of HospitalUnitFacility.	579						HospitalUnitFacility	{'predicate': 'HasPart', 'target': 'Pharmacy'}
envo	pharmacy unit facility	A hospital unit facility which is used to provide pharmacy services.	580						HospitalUnitFacility	{'predicate': 'HasPart', 'target': 'Pharmacy'}
envo	pharmacy unit facility	A facility that provides pharmacy services.	581						HospitalUnitFacility	{'predicate': 'HasPart', 'target': 'Pharmacy'}
envo	pharmacy unit facility	A facility unit within a hospital, where medications are stored, dispensed and monitored.	582						HospitalUnitFacility	{'predicate': 'HasPart', 'target': 'Pharmacy'}
envo	pharmacy unit facility	A facility within a hospital that is dedicated to pharmacy services.	583						HospitalUnitFacility	{'predicate': 'HasPart', 'target': 'Pharmacy'}
envo	pharmacy unit facility	A healthcare facility that dispenses medication and provides pharmaceutical care services.	584						HospitalUnitFacility	{'predicate': 'HasPart', 'target': 'Pharmacy'}
envo	pharmacy unit facility	A specialized section within a hospital unit facility that primarily focuses on the storage, preparation, and distribution of various pharmaceutical products and medications.	585						HospitalUnitFacility	{'predicate': 'HasPart', 'target': 'Pharmacy'}
envo	pharmacy unit facility	A specific section of a hospital dedicated to pharmaceutical services.	586						HospitalUnitFacility	{'predicate': 'HasPart', 'target': 'Pharmacy'}
envo	physiotherapy unit facility	A facility where physiotherapy is performed within a hospital setting.	587						HospitalUnitFacility	
envo	physiotherapy unit facility	A hospital unit facility which is used to provide physiotherapy.	588						HospitalUnitFacility	
envo	physiotherapy unit facility	A facility within a hospital that provides physical therapy services.	589						HospitalUnitFacility	
envo	physiotherapy unit facility	A facility within a hospital that provides physiotherapy services	590						HospitalUnitFacility	
envo	physiotherapy unit facility	A specialized facility within a hospital that is designed and equipped specifically for the purpose of providing physiotherapy services to patients.	591						HospitalUnitFacility	
envo	physiotherapy unit facility	A specialized healthcare facility devoted to providing physiotherapy or physical therapy services, staffed by trained professionals known as physiotherapists. Equipped with various equipment and tools necessary for therapy, this unit assists patients with various physical ailments, helping them manage pain, improve movement, facilitate recovery and prevent disabilities. It works alongside other hospital departments, catering to a broad age range, helping with rehabilitation and treating conditions like arthritis, stroke, multiple sclerosis, and injuries. The goal of the unit is to enhance the patients' overall quality of life.	592						HospitalUnitFacility	
envo	physiotherapy unit facility	A unit within a hospital where physical therapy is provided to patients.	593						HospitalUnitFacility	
envo	massage therapy clinic	a specialized establishment that falls under the broader category of a medical clinic	594						MedicalClinic	
envo	massage therapy clinic	A medical clinic which is used to provide massage therapy services.	595						MedicalClinic	
envo	walk-in clinic	A type of medical clinic that people can visit without having an appointment.	596						MedicalClinic	
envo	walk-in clinic	A medical clinic which is used to provide services to walk-in patients.	597						MedicalClinic	
envo	walk-in clinic	a medical clinic that is not a primary care physician's office and where patients can walk in without an appointment	598						MedicalClinic	
envo	walk-in clinic	a specialized type of medical facility that is a subclass of Medical Clinic. These clinics are designed to accommodate patients who need immediate medical care without an appointment. They are typically staffed by healthcare professionals such as doctors, nurses, and assistant practitioners. The provided services usually include diagnosis and treatment for common illnesses and minor injuries, preventive healthcare such as vaccinations, physical exams, as well as certain types of testing and screening.	599						MedicalClinic	
envo	walk-in clinic	a type of medical clinic	600						MedicalClinic	
envo	walk-in clinic	a type of medical clinic where patients can receive medical care without an appointment	602						MedicalClinic	
envo	walk-in clinic	subclass of Medical Clinic	603						MedicalClinic	
envo	pharmacy	A facility that provides pharmaceutical services	604						HealthcareFacility	
envo	pharmacy	A healthcare facility which is used to prepare, dispense, or sell medical drugs.	605						HealthcareFacility	
envo	pharmacy	A pharmacy is a subclass of a healthcare facility, indicating that it falls under the broader category of facilities dedicated to providing healthcare services. As a specialized establishment, a pharmacy's primary function revolves around the dispensing of prescription medicines to the public. The acts of preparing and dispensing drugs and medications are carried out by licensed pharmacists, under the strict regulations of a country's relevant healthcare authority. Such a facility may also offer over-the-counter medicines, health consultations, and advice on medication use.	606						HealthcareFacility	
envo	pharmacy	A place where people get prescribed medicines.	607						HealthcareFacility	
envo	pharmacy	a retail store that sells medicines, drugs, and other medical devices or products	608						HealthcareFacility	
envo	pharmacy	healthcare facility where medicines are dispensed	609						HealthcareFacility	
envo	pharmacy	subclass of HealthcareFacility	610						HealthcareFacility	
envo	prison facility	A building where people are legally held as a punishment for a crime they have committed or while awaiting trial.	611						HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	prison facility	A human construction which is used to forcibly confine humans.	612						HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	prison facility	A facility in which inmates are forcibly confined and denied a variety of freedoms under the authority of the state as punishment for various crimes.	613						HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	prison facility	A facility in which inmates are forcibly confined and denied a variety of freedoms under the authority of the state.	614						HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	prison facility	A facility used to confine and rehabilitate individuals who have been convicted of crimes.	615						HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	prison facility	A secure facility for the confinement of persons who are held as suspects, accused or convicted of criminal offenses.	616						HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	prison facility	A specialized human construction designed to incarcerate individuals who have been convicted of crimes. It participates in the usage of an environment for community and social services.	617						HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	prison facility	A type of Human Construction designed to house and contain individuals who have committed crimes. It serves as part of the judicial system, offering punishment and rehabilitation for inmates. This facility participates in the Usage of an Environment for Community and Social Services, displaying its social function to rehabilitate and reintegrate inmates back into society.	618						HumanConstruction	{'predicate': 'ParticipatesIn', 'target': 'UsageOfAnEnvironmentForCommunityAndSocialServices'}
envo	private prison	A correctional facility that is operated by a private company and contracted by the government to hold prisoners.	619						PrisonFacility	
envo	private prison	A prison facility which is owned and operated by a private corporation.	620						PrisonFacility	
envo	private prison	A correctional institution where persons are confined while on trial or for punishment and that is privately owned and operated for profit.	621						PrisonFacility	
envo	private prison	A prison facility run by a private sector company or corporation that contracts with national or state governments.	622						PrisonFacility	
envo	private prison	A prison facility that is privately operated.	623						PrisonFacility	
envo	private prison	A prison facility that is privately owned and operated.	624						PrisonFacility	
envo	private prison	A private prison is a place in which individuals are physically confined or interned by a third party that is contracted by a government agency. They have been used by government entities as a method to decrease costs. 	625						PrisonFacility	
envo	private prison	A type of prison facility that is owned and operated by a private company.	626						PrisonFacility	
envo	trattoria	A restaurant which is of Italian cultural origin and which is generally less formal than an Italian ristorante, but more formal than an osteria.	627						Restaurant	
envo	hillock	A hillock is a particular type of natural geographical feature categorically classified as a subtype of Hill. Mainly small in size, it is often characterized by its modest elevation in comparison to mountains. It is relatively higher than the surrounding terrain but not as high or steep as a mountain.	628						Hill	
envo	hillock	A hill which is small and usually separated from a larger group of hills such as a range.	629						Hill	
envo	hillock	A hillock is a smaller, gently sloping landform that falls under the category of hills.	630						Hill	
envo	hillock	A small hill or mound, often artificial and usually less than 50 meters high.	631						Hill	
envo	hillock	A small hill or mound.	632						Hill	
envo	swing bridge	A movable bridge design that features a fixed section and a movable section, called the 'swing span', that can rotate horizontally around a pivot point. This design feature is primarily to allow water vehicles, particularly large ships and boats, to pass through without any hindrance when the bridge is in an open position. It also permits road traffic to continue unhindered when in the closed position. Swing bridges are commonly found in areas where a high waterway traffic is present, such as ports or riverside cities.	636						Bridge	
envo	swing bridge	A bridge which is movable and has a vertical locating pin as its primary structural support, and a support ring about which it can pivot horizontally.	637						Bridge	
envo	swing bridge	a type of bridge that is classified under the broader category of bridges	638						Bridge	
envo	swing bridge	a type of movable bridge, typically consisting of a series of spans, each capable of being rotated to allow passage of boats	639						Bridge	
envo	swing bridge	class of Bridge	640						Bridge	
envo	swing bridge	subclass of bridge	641						Bridge	
envo	swing bridge	swing bridge	642						Bridge	
envo	vacuum cleaner	A household appliance that operates on the principle of negative pressure with the purpose of removing dirt and debris from floors and other surfaces.	644						ManufacturedProduct	
envo	vacuum cleaner	A device that causes suction in order to remove debris from surfaces.	645						ManufacturedProduct	
envo	vacuum cleaner	A vacuum cleaner is a device that uses an air pump to create a partial vacuum to suck up dust and dirt, usually from floors, and optionally from other surfaces as well.	646						ManufacturedProduct	
envo	vacuum cleaner	A vacuum cleaner is a manufactured product that is used for cleaning by creating a partial vacuum to suck up dust and dirt.	648						ManufacturedProduct	
envo	vacuum cleaner	A vacuum cleaner is a type of manufactured product that is designed and produced for the purpose of cleaning surfaces such as floors, carpets, and upholstery. It operates by creating suction to collect dirt, dust, and other debris from various surfaces and deposit it into a debris collection bag or container.	649						ManufacturedProduct	
envo	vacuum cleaner	A vacuum cleaner is a type of manufactured product that is used for home and industrial cleaning purposes. It operates on the principle of creating a vacuum to suck up dirt and dust from the floor and other surfaces. Most vacuum cleaners are electrically operated and come with a dust bag or a container that collects the dirt for later disposal. Sizes and designs vary widely, and some models are equipped with special features. Enhancement varies from features like HEPA filters to trap allergens or robotic functionalities that allow autonomous cleaning.	650						ManufacturedProduct	
envo	gypsum	A soft sulfate mineral composed of calcium sulfate dihydrate.	651						AnthropogenicEnvironmentalMaterial	
envo	gypsum	A white or gray naturally occurring mineral found in sedimentary rock formations.	652						AnthropogenicEnvironmentalMaterial	
envo	gypsum	Gypsum is a mineral composed of calcium sulfate dihydrate (CaSO4·2H2O) that is often used as a building material.	653						AnthropogenicEnvironmentalMaterial	
envo	gypsum	Gypsum is a mineral composed of calcium sulfate dihydrate.	654						AnthropogenicEnvironmentalMaterial	
envo	gypsum	Gypsum is a naturally occurring mineral composed of calcium sulfate dihydrate (CaSO4·2H2O). It belongs to the family of sulfate minerals. Gypsum is widely distributed in various sedimentary rocks and is commonly found in association with halite, anhydrite, sulfur, and dolomite.	655						AnthropogenicEnvironmentalMaterial	
envo	gypsum	Gypsum is a widespread, naturally occurring, white, chalky mineral known for its unique ability to form large crystals and as a rock-forming mineral. It is mostly used in the construction industry as it’s a key component of plaster, drywall and other building materials. Additionally, it is also used in the making of fertilizers and soil conditioners. As an anthropogenic environmental material, gypsum plays a significant role in environmental systems affected by human activities. It has both potential negative environmental impacts (e.g. dust emission and waste generation) and positive effects such as the improvement of soil structure when used as a soil conditioner. Anthropogenic gypsum can also be industrially produced as a by-product, retaining essential properties of natural gypsum making it a crucial resource for various industries, especially construction.	656						AnthropogenicEnvironmentalMaterial	
envo	gypsum	Gypsum is an anthropogenic environmental material which is a naturally occurring mineral.	657						AnthropogenicEnvironmentalMaterial	
envo	squeegee	a hand tool	658						HandTool	
envo	squeegee	A tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.	659						HandTool	
envo	squeegee	a handheld tool with a flat, smooth rubber blade, used to remove or control the flow of liquid on a flat surface.	660						HandTool	
envo	squeegee	a tool used to remove water or other liquid from a surface	661						HandTool	
envo	squeegee	squeegee	662						HandTool	
envo	pump	A device that moves fluids (liquids or gases), or sometimes slurries, by mechanical action.	663						ManufacturedProduct	
envo	pallet	A manufactured product which is a flat transport structure that supports goods in a stable fashion while being lifted and/or moved.	664						ManufacturedProduct	
envo	dryer	A machine or appliance used to remove moisture from clothing or other fabrics by heating or air circulation.	665						ManufacturedProduct	
envo	dryer	A device designed to remove water or humidity.	666						ManufacturedProduct	
envo	dryer	A machine or device for drying clothes, hair, etc.	667						ManufacturedProduct	
envo	dryer	A manufactured product that is designed to absorb or emit air, specifically to dry something.	668						ManufacturedProduct	
envo	dryer	A manufactured product that is used primarily for drying clothes.	669						ManufacturedProduct	
envo	dryer	A manufactured product that removes moisture or liquid from an object or substance.	670						ManufacturedProduct	
envo	dryer	A manufactured product that uses heat to remove moisture from a substance, typically clothing.	671						ManufacturedProduct	
envo	dryer	A type of manufactured product used to remove moisture from items such as clothes. It works by circulating hot air around the items, thus speeding up the process of water evaporation. It comes in different variations and models, and requires to meet certain safety regulations and standards in its manufacturing process. Despite its high power consumption, its benefits of time-saving and efficiency justify its use. It is important to maintain and use it properly to maximize its longevity and prevent potential damage.	672						ManufacturedProduct	
envo	supermarket	A large food shop or grocery store that offers a wide variety of food and household items organized into aisles.	673						FoodShop	
envo	supermarket	A self-service shop offering a wide variety of food, beverages and household products, organized into sections.	674						FoodShop	
envo	supermarket	A large food shop that offers a wider variety of goods, including fresh produce, canned goods, dairy products, meat, baking necessities, personal care products, clothes and sometimes even hardware items. Supermarkets often have separate sections for different types of products and may also feature a bakery, butcher, deli and pharmacy. They may operate on a self-service basis or provide staff to assist customers, and often have longer opening hours compared to smaller food shops. Supermarkets also often have loyalty programs and online shopping options.	675						FoodShop	
envo	supermarket	A large retail store that sells a wide variety of goods.	676						FoodShop	
envo	supermarket	A large self-service retail store that sells a wide variety of food products and household goods.	677						FoodShop	
envo	supermarket	A large self-service shop selling a wide variety of food and household products.	678						FoodShop	
envo	supermarket	A large self-service shop selling foods and various household items.	679						FoodShop	
envo	supermarket	A type of food shop that offers a wide range of products to cater to the diverse needs of consumers. It is a large retail establishment where customers can find various food items, household products, and other commodities conveniently in one place.	680						FoodShop	
envo	tote bag	A large bag with parallel handles that emerge from the sides of its pouch.	681						ManufacturedProduct	
envo	food prossessing non-production area	A hygienic food production area which is not an immediate part of a food manufacturing process area.	682						HygienicFoodProductionArea	
envo	utensil	A hand tool for domestic use, especially in the kitchen.	683						HandTool	
envo	child care environment	An environment created specifically for the care and development of children, typically found in a day care building.	684						AnthropogenicEnvironment	{'predicate': 'HasPart', 'target': 'DayCareBuilding'}
envo	child care environment	An anthropogenic environment which is designed for child care.	685						AnthropogenicEnvironment	{'predicate': 'HasPart', 'target': 'DayCareBuilding'}
envo	child care environment	An environment significantly influenced by human activity and designed specifically for the supervisory care and educational development of children, featuring day care buildings as a principal component.	686						AnthropogenicEnvironment	{'predicate': 'HasPart', 'target': 'DayCareBuilding'}
envo	child care environment	An environment that has been constructed or otherwise significantly modified by human activity and includes a building which is used to care for a human child during the working day by a person other than that child's immediate family or legal guardians.	687						AnthropogenicEnvironment	{'predicate': 'HasPart', 'target': 'DayCareBuilding'}
envo	child care environment	An environment that is designed and managed for the purpose of child care, particularly for children under school age. It includes facilities such as buildings specifically designed for day care.	688						AnthropogenicEnvironment	{'predicate': 'HasPart', 'target': 'DayCareBuilding'}
envo	child care environment	An environment that is specifically designed and created for the care and development of children, typically within a day care building.	689						AnthropogenicEnvironment	{'predicate': 'HasPart', 'target': 'DayCareBuilding'}
envo	child care environment	An environment that is specifically designed for the care and supervision of children who are not yet old enough to attend school.	690						AnthropogenicEnvironment	{'predicate': 'HasPart', 'target': 'DayCareBuilding'}
envo	child care environment	The surroundings and conditions in which children are taken care of and provided with educational and developmental activities. It encompasses various physical, social, and educational aspects that contribute to the well-being and growth of children.	691						AnthropogenicEnvironment	{'predicate': 'HasPart', 'target': 'DayCareBuilding'}
envo	famine	A devastating and pervasive phenomenon that occurs when there is an extreme scarcity of food in a specific region or even on a global scale. It is characterized by a widespread and prolonged shortage of food, resulting in malnutrition, starvation, and increased mortality rates. Famine is closely related to the environmental system process as it occurs due to multiple interconnected environmental factors.	692						EnvironmentalSystemProcess	
envo	famine	An environmental system process during which populations have reduced access to food, causing increased hunger, malnutrition, and consequent mortality.	693						EnvironmentalSystemProcess	
envo	famine	A process in which a significant decrease in food availability leads to malnutrition, starvation and often civil unrest.	694						EnvironmentalSystemProcess	
envo	famine	A process of extreme scarcity of food in a particular region or population.	695						EnvironmentalSystemProcess	
envo	famine	A process that involves a scarcity of food leading to widespread hunger and malnutrition.	696						EnvironmentalSystemProcess	
envo	famine	A severe scarcity of food (whether caused by war, explosion, etc.) that affects a large number of people within a particular area. This results in extreme hunger, malnutrition, and often death by starvation and disease.	697						EnvironmentalSystemProcess	
envo	famine	A severe scarcity of food that affects a large number of people in a specific geographical area or region. It is a specific type of process or event that occurs within the environment, often the result of a combination of factors such as drought, crop failure, population imbalance, or government policies.	698						EnvironmentalSystemProcess	
envo	famine	A severe scarcity of food that affects a large number of people over a geographic area and an appreciable period of time.	699						EnvironmentalSystemProcess	
envo	meromictic pond	A pond that has distinct layers of water that do not mix.	700						Pond	
envo	meromictic pond	A pond which has layers of water that do not intermix.	701						Pond	
envo	meromictic pond	A pond which has layers of water which do not intermix.	703						Pond	
envo	nest of alligator	A nest that is primarily constructed by an alligator.	708						AnimalHabitation	
envo	nest of alligator	An animal habitation which is built by alligators from plants and decomposing vegetation in order to protect their eggs from predators.	709						AnimalHabitation	
envo	nest of alligator	A specific physical structure or location where alligators build and incubate their eggs.	710						AnimalHabitation	
envo	nest of alligator	A specific structure or shelter created by alligators majorly for their offspring, typically constructed by mounding up vegetation, sticks, leaves, and mud in a sheltered spot in or near water.	711						AnimalHabitation	
envo	nest of alligator	The dwelling of an alligator or group of similar animals.	712						AnimalHabitation	
envo	nest of alligator	The dwelling of an animal or group of similar animals.	713						AnimalHabitation	
envo	nest of alligator	The dwelling or habitat of an alligator.	714						AnimalHabitation	
envo	nest of alligator	The habitation or dwelling for an alligator.	715						AnimalHabitation	
envo	contaminated land	Land that has been polluted or contaminated by hazardous substances to a level that exceeds acceptable limits or poses a potential risk to human health, wildlife, or the environment.	716						Land	
envo	contaminated land	Land which has elevated levels of some contaminants or substances that are potentially hazardous to health or the environment.	717						Land	
envo	contaminated land	Land that has been polluted or degraded by human activities, and is therefore unsuitable for its original purpose.	718						Land	
