	model_name	embedding_model_name	generate_background	task_started	task_finished	executed_on	agent	extractor	method	source_db_path	target_db_path	source_collection	num_training	num_testing	num_validation	stratified_collection	fields_to_mask	fields_to_predict	report_path	working_directory	results	ontology	preds	tp	fp	fn	other	tp_list	fp_list	fn_list	new_terms	rows	masked_id	feature_label	feature_definition	feature_aliases	expected_relationships	feature_logical_definition	masked_original_id	predicted_relationships	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives	additional_collections	id	label	definition	aliases	relationships	logical_definition	original_id
1163	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	0	0	0.5	[('subClassOf', 'ThoracicCavityElement', 'PredictedMoreGeneralThan', 'SuperiorMediastinalLymphNode')]	[]	[]	[]	[]	[{'term_id': 'UBERON:8480055', 'term_label': 'subcarinal lymph node', 'pred': 'subClassOf', 'expected_tgt': 'SuperiorMediastinalLymphNode', 'outcome': 'tp[more_general]'}]	SubcarinalLymphNode	subcarinal lymph node	Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.		[{'predicate': 'subClassOf', 'target': 'SuperiorMediastinalLymphNode'}]		UBERON:8480055	[{'predicate': 'subClassOf', 'target': 'ThoracicCavityElement'}, {'predicate': 'LocatedIn', 'target': 'Mediastinum'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1								
1164	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	0	0	2.0	[]	[]	[]	[('subClassOf', 'OrganPart'), ('subClassOf', 'EctodermDerivedStructure')]	[]	[]	DorsalIris	dorsal iris	The dorsal part of the iris. In urodeles (newts and salamanders) the dorsal iris is involved in lens regeneration in a process named Wolffian lens regeneration.		[{'predicate': 'PartOf', 'target': 'Iris'}, {'predicate': 'Overlaps', 'target': 'IrisEpithelium'}, {'predicate': 'subClassOf', 'target': 'OrganPart'}, {'predicate': 'subClassOf', 'target': 'EctodermDerivedStructure'}]		UBERON:8480063	[{'predicate': 'PartOf', 'target': 'CameraTypeEye'}, {'predictive': 'subClassOf', 'target': 'Iris'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	4								
1165	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	0	0	4.0	[]	[]	[]	[('subClassOf', 'UpperLegConnectiveTissue'), ('subClassOf', 'PelvicAppendageCartilageTissue'), ('subClassOf', 'ArticularCartilageOfJoint'), ('subClassOf', 'LongBoneCartilageElement')]	['ArticularCartilage']	[]	FemoralHeadCartilage	femoral head cartilage	A hyaline articular cartilage that covers the head of femur. Provides cushioning, softness and low friction for the hip joint.		[{'predicate': 'PartOf', 'target': 'HeadOfFemur'}, {'predicate': 'subClassOf', 'target': 'UpperLegConnectiveTissue'}, {'predicate': 'subClassOf', 'target': 'PelvicAppendageCartilageTissue'}, {'predicate': 'subClassOf', 'target': 'ArticularCartilageOfJoint'}, {'predicate': 'subClassOf', 'target': 'LongBoneCartilageElement'}]		UBERON:8480062	[{'predicate': 'PartOf', 'target': 'HipJoint'}, {'predicate': 'subClassOf', 'target': 'ArticularCartilage'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	5								
1166	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	0	1	1.0	[]	[]	[('subClassOf', 'ThoracicLymphNode')]	[('subClassOf', 'LeftSupraclavicularLymphNode')]	[]	"[{'term_id': 'UBERON:8480058', 'term_label': ""Virchow's lymph node"", 'pred': 'subClassOf', 'predicted_tgt': 'ThoracicLymphNode', 'outcome': 'fp'}]"	VirchowSLymphNode	Virchow's lymph node	Lymph node that is the most proximal of the left supraclavicular lymph nodes. It receives afferent lymphatic drainage from the left head, neck, chest, abdomen, pelvis, and bilateral lower extremities, and drains into the jugulo-subclavian venous junction via the thoracic duct.		[{'predicate': 'subClassOf', 'target': 'LeftSupraclavicularLymphNode'}]		UBERON:8480058	[{'predicate': 'LocatedIn', 'target': 'LeftSupraclavicularFossa'}, {'predicate': 'subClassOf', 'target': 'ThoracicLymphNode'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1								
1167	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	0	0	0.5	[('subClassOf', 'SmoothMuscleTissue', 'PredictedMoreGeneralThan', 'SmoothMuscleTissueOfBronchiole')]	[]	[]	[]	[]	[{'term_id': 'UBERON:8600003', 'term_label': 'smooth muscle tissue of lobular bronchiole', 'pred': 'subClassOf', 'expected_tgt': 'SmoothMuscleTissueOfBronchiole', 'outcome': 'tp[more_general]'}]	SmoothMuscleTissueOfLobularBronchiole	smooth muscle tissue of lobular bronchiole	A smooth muscle tissue that is part of a lobular bronchiole.		[{'predicate': 'PartOf', 'target': 'LobularBronchiole'}, {'predicate': 'subClassOf', 'target': 'SmoothMuscleTissueOfBronchiole'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'SmoothMuscleTissue'}, {'predicate': 'PartOf', 'target': 'LobularBronchiole'}]	UBERON:8600003	[{'predicate': 'PartOf', 'target': 'LobularBronchiole'}, {'predicate': 'subClassOf', 'target': 'SmoothMuscleTissue'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1								
1168	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'MucosaOfStomach')]	['StomachNonGlandularEpithelium']	[]	MucosaOfRumen	mucosa of rumen	The mucosa of rumen is composed of a keratinised stratified squamous epithelium, is rich in mucopolysaccharides and is characterized by the presence of parakeratotis.		[{'predicate': 'PartOf', 'target': 'Rumen'}, {'predicate': 'subClassOf', 'target': 'MucosaOfStomach'}]		UBERON:8480046	[{'predicate': 'PartOf', 'target': 'Rumen'}, {'predicate': 'subClassOf', 'target': 'StomachNonGlandularEpithelium'}, {'predicate': 'ComposedPrimarilyOf', 'target': 'ConnectiveTissue'}]	0.3333333333333333	0.5	0.4	0.25	0.0	1	0	2	1								
1169	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	1	0	0.5	[('subClassOf', 'MulticellularAnatomicalStructure', 'PredictedMoreGeneralThan', 'OrganSubunit')]	[('subClassOf', 'EndodermDerivedStructure')]	[]	[]	['EndodermDerivedStructure']	[{'term_id': 'UBERON:8600017', 'term_label': 'bronchopulmonary segment', 'pred': 'subClassOf', 'expected_tgt': 'OrganSubunit', 'outcome': 'tp[more_general]'}, {'term_id': 'UBERON:8600017', 'term_label': 'bronchopulmonary segment', 'pred': 'subClassOf', 'expected_tgt': 'EndodermDerivedStructure', 'outcome': 'true_positive'}]	BronchopulmonarySegment	bronchopulmonary segment	A discrete anatomical unit of the lung that is composed of a segmental bronchus and the lung tissue supplied by that bronchus. A bronchopulmonary segment exhibits a pyramidal shape, with its apex pointing towards the center of the lung and its base toward the pleural surface.		[{'predicate': 'PartOf', 'target': 'LobeOfLung'}, {'predicate': 'ContributesToMorphologyOf', 'target': 'LobeOfLung'}, {'predicate': 'subClassOf', 'target': 'OrganSubunit'}, {'predicate': 'subClassOf', 'target': 'EndodermDerivedStructure'}]		UBERON:8600017	[{'predicate': 'PartOf', 'target': 'Lung'}, {'predicate': 'subClassOf', 'target': 'EndodermDerivedStructure'}, {'predicate': 'subClassOf', 'target': 'MulticellularAnatomicalStructure'}]	0.3333333333333333	0.25	0.2857142857142857	0.1666666666666666	0.0	1	0	2	3								
1170	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	0	1	1.0	[]	[]	[('subClassOf', 'ZoneOfBoneOrgan')]	[('subClassOf', 'OrganismSubdivision')]	['MesodermDerivedStructure']	[{'term_id': 'UBERON:8480066', 'term_label': 'interscapular region', 'pred': 'subClassOf', 'predicted_tgt': 'ZoneOfBoneOrgan', 'outcome': 'fp'}]	InterscapularRegion	interscapular region	The region in the upper part of the back between the shoulder blades.		[{'predicate': 'PartOf', 'target': 'Dorsum'}, {'predicate': 'subClassOf', 'target': 'OrganismSubdivision'}]		UBERON:8480066	[{'predicate': 'PartOf', 'target': 'Back'}, {'predicate': 'subClassOf', 'target': 'MesodermDerivedStructure'}, {'predicate': 'subClassOf', 'target': 'ZoneOfBoneOrgan'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	2								
1171	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	1	0	0.0	[]	[('subClassOf', 'Bronchiole')]	[]	[]	[]	[{'term_id': 'UBERON:8600000', 'term_label': 'lobular bronchiole', 'pred': 'subClassOf', 'expected_tgt': 'Bronchiole', 'outcome': 'true_positive'}]	LobularBronchiole	lobular bronchiole	A conductive airway that branches into terminal bronchioles.		[{'predicate': 'subClassOf', 'target': 'Bronchiole'}]		UBERON:8600000	[{'predicate': 'PartOf', 'target': 'Lobule'}, {'predicate': 'subClassOf', 'target': 'Bronchiole'}, {'predicate': 'DistallyConnectedTo', 'target': 'RespiratoryBronchiole'}, {'predicate': 'ContributesToMorphologyOf', 'target': 'Lobule'}]	0.25	1.0	0.4	0.25	0.0	1	0	3	0								
1172	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'AnatomicalStructure_UBERON:0000061')]	['AnatomicalRegion']	[]	RetroauricularRegion	retroauricular region	The retroauricular region is the area located behind the auricle of the outer ear.		[{'predicate': 'PartOf', 'target': 'Head'}, {'predicate': 'subClassOf', 'target': 'AnatomicalStructure_UBERON:0000061'}]		UBERON:8480047	[{'predicate': 'PartOf', 'target': 'AuriculaOrPinna'}, {'predicate': 'subClassOf', 'target': 'AnatomicalRegion'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2								
1173	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	1	1	0.0	[]	[('subClassOf', 'SupraclavicularLymphNode')]	[('subClassOf', 'EpithelialSac')]	[]	[]	[{'term_id': 'UBERON:8480056', 'term_label': 'left supraclavicular lymph node', 'pred': 'subClassOf', 'expected_tgt': 'SupraclavicularLymphNode', 'outcome': 'true_positive'}, {'term_id': 'UBERON:8480056', 'term_label': 'left supraclavicular lymph node', 'pred': 'subClassOf', 'predicted_tgt': 'EpithelialSac', 'outcome': 'fp'}]	LeftSupraclavicularLymphNode	left supraclavicular lymph node	Supraclavicular lymph node located on the left side of a entire appendicular skeleton. The left supraclavicular lymph node drains the kidney, cervix, testis, and pancreas into the thoracic duct.		[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480056	[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}, {'predicate': 'DevelopsFrom', 'target': 'PosteriorCardinalVein'}, {'predicate': 'PartOf', 'target': 'LeftAppendage'}, {'predicate': 'OnlyInTaxon', 'target': 'Sauropsida'}, {'predicate': 'subClassOf', 'target': 'EpithelialSac'}]	0.2	1.0	0.3333333333333333	0.2	0.0	1	0	4	0								
1174	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'LowerLegSkin')]	['SkinOfHindlimbZeugopod']	[]	SkinOfCalf	skin of calf	Skin of the back of the lower leg.		[{'predicate': 'PartOf', 'target': 'Calf'}, {'predicate': 'subClassOf', 'target': 'LowerLegSkin'}]		UBERON:8480050	[{'predicate': 'PartOf', 'target': 'SkinOfLowerLeg'}, {'predicate': 'subClassOf', 'target': 'SkinOfHindlimbZeugopod'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2								
1175	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	1	0	1.0	[]	[('subClassOf', 'SubmucosalGlandCiliatedDuct')]	[]	[('subClassOf', 'EndodermDerivedStructure')]	[]	[{'term_id': 'UBERON:8600010', 'term_label': 'bronchial submucosal gland ciliated duct', 'pred': 'subClassOf', 'expected_tgt': 'SubmucosalGlandCiliatedDuct', 'outcome': 'true_positive'}]	BronchialSubmucosalGlandCiliatedDuct	bronchial submucosal gland ciliated duct	A ciliated duct part of a bronchial submucosal gland.		[{'predicate': 'PartOf', 'target': 'BronchusSubmucosalGland'}, {'predicate': 'subClassOf', 'target': 'EndodermDerivedStructure'}, {'predicate': 'subClassOf', 'target': 'SubmucosalGlandCiliatedDuct'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'SubmucosalGlandCiliatedDuct'}, {'predicate': 'PartOf', 'target': 'BronchusSubmucosalGland'}]	UBERON:8600010	[{'predicate': 'PartOf', 'target': 'BronchusSubmucosalGland'}, {'predicate': 'subClassOf', 'target': 'SubmucosalGlandCiliatedDuct'}]	1.0	0.6666666666666666	0.8	0.6666666666666666	0.0	2	0	0	1								
1176	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	1	0	1.0	[]	[('subClassOf', 'SmoothMuscleTissue')]	[]	[('subClassOf', 'VisceralMuscleTissue')]	[]	[{'term_id': 'UBERON:8600005', 'term_label': 'visceral smooth muscle tissue', 'pred': 'subClassOf', 'expected_tgt': 'SmoothMuscleTissue', 'outcome': 'true_positive'}]	VisceralSmoothMuscleTissue	visceral smooth muscle tissue	A smooth muscle tissue that is associated with soft internal organs (viscera).		[{'predicate': 'subClassOf', 'target': 'SmoothMuscleTissue'}, {'predicate': 'subClassOf', 'target': 'VisceralMuscleTissue'}]		UBERON:8600005	[{'predicate': 'subClassOf', 'target': 'SmoothMuscleTissue'}, {'predicate': 'PartOf', 'target': 'VisceralOrgans'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1								
1177	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'MinorSalivaryGland')]	[]	[]	LabialGland	labial gland	The labial gland is one of the minor salivary glands, located mainly under the mucosal epithelium of the upper and lower lip and within the orbicularis oris muscle fibers. The labial gland secrete mucous and serous substances to maintain oral health. In particular, the inferior labial gland not only promotes moisturization in the oral cavity but also secretes substances with antibacterial effects.		[{'predicate': 'subClassOf', 'target': 'MinorSalivaryGland'}]		UBERON:8480065		0.0	0.0	0.0	0.0	0.0	0	0	0	1								
1178	nous-hermes-13b	openai:	False	2023-09-03 20:55:58.034674	2023-09-03 22:53:51.344358	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_uberon		40	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_uberon_training', 'testing_set_collection': 'ont_uberon_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.19041666666666665, 'recall': 0.20763888888888893, 'f1_score': 0.1813095238095238, 'accuracy': 0.12458333333333334, 'specificity': 0.0, 'true_positives': 18, 'true_negatives': 0, 'false_positives': 69, 'false_negatives': 66}	uberon	subClassOf	0	0	0.5	[('subClassOf', 'VisceralAbdominalLymphNode', 'PredictedMoreGeneralThan', 'MesentericLymphNode')]	[]	[]	[]	[]	[{'term_id': 'UBERON:8480054', 'term_label': 'ileocecal lymph node', 'pred': 'subClassOf', 'expected_tgt': 'MesentericLymphNode', 'outcome': 'tp[more_general]'}]	IleocecalLymphNode	ileocecal lymph node	Mesenteric lymph node embedded in the ileocecal fold at both sides of the concavity of the cecum. It drains the terminal ileum.		[{'predicate': 'subClassOf', 'target': 'MesentericLymphNode'}]		UBERON:8480054	[{'predicate': 'PartOf', 'target': 'IleumMucosa'}, {'predicate': 'subClassOf', 'target': 'VisceralAbdominalLymphNode'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1								
