model_name	embedding_model_name	generate_background	task_started	task_finished	executed_on	agent	extractor	method	source_db_path	target_db_path	source_collection	num_training	num_testing	num_validation	stratified_collection	fields_to_mask	fields_to_predict	report_path	working_directory	results	ontology	preds	tp	fp	fn	other	tp_list	fp_list	fn_list	new_terms	rows	masked_id	feature_label	feature_definition	feature_aliases	expected_relationships	feature_logical_definition	masked_original_id	predicted_relationships	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives	additional_collections	id	label	definition	aliases	relationships	logical_definition	original_id
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	1	0	1.0	[]	[('subClassOf', 'AbnormalKneeMorphology')]	[]	[('subClassOf', 'AbnormalityOfTheKnee')]	[]	[]	AbnormalKneeMorphology	Abnormal knee morphology	A structural abnormality of the knee joint or surrounding structures.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfTheKnee'}]		HP:0034669	[{'predicate': 'subClassOf', 'target': 'AbnormalKneeMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	1	0	1.0	[]	[('subClassOf', 'AbnormalReteRidgeMorphology')]	[]	[('subClassOf', 'AbnormalEpidermalMorphology')]	[]	[]	AbnormalReteRidgeMorphology	Abnormal rete ridge morphology	"Abnormal structure of the rete ridges (also known as rete pegs), which are
downward projections of epithelium surrounding the connective tissue papillae in between the dermal papillae."		[{'predicate': 'subClassOf', 'target': 'AbnormalEpidermalMorphology'}]		HP:0034767	[{'predicate': 'subClassOf', 'target': 'AbnormalReteRidgeMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	0	1	1.0	[]	[]	[('subClassOf', 'AbnormalCirculatingEnzymeConcentrationOrActivity')]	[('subClassOf', 'AbnormalLeukocyteEnzymeConcentrationOrActivity')]	[]	[{'term_id': 'HP:0034862', 'term_label': 'Reduced leukocyte steroid sulfatase activity', 'pred': 'subClassOf', 'predicted_tgt': 'AbnormalCirculatingEnzymeConcentrationOrActivity', 'outcome': 'fp'}]	ReducedLeukocyteSteroidSulfataseActivity	Reduced leukocyte steroid sulfatase activity	Concentration or activity of an arylsulfatase C as measured in leukocytes is below the limits of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalLeukocyteEnzymeConcentrationOrActivity'}]		HP:0034862	[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingEnzymeConcentrationOrActivity'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	1	0	0.0	[]	[('subClassOf', 'AbnormalSeptumPellucidumMorphology')]	[]	[]	[]	[{'term_id': 'HP:0034964', 'term_label': 'Wide cavum septum pellucidum', 'pred': 'subClassOf', 'expected_tgt': 'AbnormalSeptumPellucidumMorphology', 'outcome': 'true_positive'}]	WideCavumSeptumPellucidum	Wide cavum septum pellucidum	Width of the cavum septum pellucidum above the upper limit of normal, which is defined as a separation of greater than one cm of the leaves of the cavum septum pellucidum.		[{'predicate': 'subClassOf', 'target': 'AbnormalSeptumPellucidumMorphology'}]		HP:0034964	[{'predicate': 'subClassOf', 'target': 'AbnormalSeptumPellucidumMorphology'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	1	2	0.0	[]	[('subClassOf', 'AbnormalEnzymeConcentrationOrActivity')]	[('PartOf', 'ImmuneSystem'), ('DevelopsFrom', 'HematopoieticStemCell')]	[]	[]	[{'term_id': 'HP:0034858', 'term_label': 'Abnormal leukocyte enzyme concentration or activity', 'pred': 'PartOf', 'predicted_tgt': 'ImmuneSystem', 'outcome': 'fp'}, {'term_id': 'HP:0034858', 'term_label': 'Abnormal leukocyte enzyme concentration or activity', 'pred': 'DevelopsFrom', 'predicted_tgt': 'HematopoieticStemCell', 'outcome': 'fp'}, {'term_id': 'HP:0034858', 'term_label': 'Abnormal leukocyte enzyme concentration or activity', 'pred': 'subClassOf', 'expected_tgt': 'AbnormalEnzymeConcentrationOrActivity', 'outcome': 'true_positive'}]	AbnormalLeukocyteEnzymeConcentrationOrActivity	Abnormal leukocyte enzyme concentration or activity	Concentration or activity of an enzyme as measured in leukocytes is above or below the limits of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalEnzymeConcentrationOrActivity'}]		HP:0034858	[{'predicate': 'subClassOf', 'target': 'AbnormalEnzymeConcentrationOrActivity'}, {'predicate': 'DevelopsFrom', 'target': 'HematopoieticStemCell'}, {'predicate': 'PartOf', 'target': 'ImmuneSystem'}]	0.3333333333333333	1.0	0.5	0.3333333333333333	0.0	1	0	2	0								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	0	2	1.0	[]	[]	[('subClassOf', 'AbnormalRibMorphology'), ('subClassOf', 'Exostoses')]	[('subClassOf', 'AbnormalOccipitalBoneMorphology')]	[]	[{'term_id': 'HP:0034975', 'term_label': 'Occipital horn', 'pred': 'subClassOf', 'predicted_tgt': 'AbnormalRibMorphology', 'outcome': 'fp'}, {'term_id': 'HP:0034975', 'term_label': 'Occipital horn', 'pred': 'subClassOf', 'predicted_tgt': 'Exostoses', 'outcome': 'fp'}]	OccipitalHorn	Occipital horn	Downward pointing exostoses of the occipital bone situated in the tendinous insertions of the sternocleidomastoid and trapezius muscles.		[{'predicate': 'subClassOf', 'target': 'AbnormalOccipitalBoneMorphology'}]		HP:0034975	[{'predicate': 'subClassOf', 'target': 'AbnormalRibMorphology'}, {'predicate': 'subClassOf', 'target': 'Exostoses'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	1	0	0.0	[]	[('subClassOf', 'AbnormalPulmonaryInterstitialMorphology')]	[]	[]	[]	[{'term_id': 'HP:0034769', 'term_label': 'Pulmonary Langerhans cell histiocytosis', 'pred': 'subClassOf', 'expected_tgt': 'AbnormalPulmonaryInterstitialMorphology', 'outcome': 'true_positive'}]	PulmonaryLangerhansCellHistiocytosis	Pulmonary Langerhans cell histiocytosis	Accumulation of monoclonal CD1a-positive Langerhans cells in the bronchioles and alveolar interstitium that can cause damage to the lungs.		[{'predicate': 'subClassOf', 'target': 'AbnormalPulmonaryInterstitialMorphology'}]		HP:0034769	[{'predicate': 'subClassOf', 'target': 'AbnormalPulmonaryInterstitialMorphology'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	0	0	1.0	[]	[]	[]	[('subClassOf', 'DicarboxylicAciduria')]	['ElevatedUrinaryNonProteinogenicAminoAcidLevel']	[]	ElevatedUrinaryFormiminoglutamicAcidLevel	Elevated urinary formiminoglutamic acid level	The concentration of formiminoglutamic acid in the urine, normalized for urine concentration, is above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'DicarboxylicAciduria'}]		HP:0034742	[{'predicate': 'subClassOf', 'target': 'ElevatedUrinaryNonProteinogenicAminoAcidLevel'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	0	0	1.0	[]	[]	[]	[('subClassOf', 'AbnormalCirculatingHormoneConcentration')]	['AbnormalCirculatingAntidiureticHormoneConcentration']	[]	DecreasedCirculatingAntidiureticHormoneConcentration	Decreased circulating antidiuretic hormone concentration	Concentration of antidiuretic hormone, also known as vasopressin, is below the lower limit of normal in the blood circulation.		[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingHormoneConcentration'}]		HP:0034897	[{'predicate': 'subClassOf', 'target': 'AbnormalCirculatingAntidiureticHormoneConcentration'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	0	0	1.0	[]	[]	[]	[('subClassOf', 'NeoplasmOfTheSmallIntestine')]	['GastrinSecretingTumor', 'NeuroendocrineTumor']	[]	DuodenalGastrinoma	Duodenal gastrinoma	A gastrinoma, a neuroendocrine tumors characterized by the secretion of gastrin with resultant excessive gastric acid production, that is localized to the duodenum.		[{'predicate': 'subClassOf', 'target': 'NeoplasmOfTheSmallIntestine'}]		HP:0034953	[{'predicate': 'subClassOf', 'target': 'NeuroendocrineTumor'}, {'predicate': 'subClassOf', 'target': 'GastrinSecretingTumor'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	0	0	1.0	[]	[]	[]	[('subClassOf', 'DecreasedUrinaryCatecholamineConcentration')]	['IncreasedUrinaryCatecholamineLevel']	[]	DecreasedUrinaryEpinephrineLevel	Decreased urinary epinephrine level	The concentration of epinephrine in the urine, normalized for urine concentration, is below the lower limit of normal.		[{'predicate': 'subClassOf', 'target': 'DecreasedUrinaryCatecholamineConcentration'}]		HP:0034871	[{'predicate': 'subClassOf', 'target': 'IncreasedUrinaryCatecholamineLevel'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	0	0	1.0	[]	[]	[]	[('subClassOf', 'AbnormalUrineCarbohydrateLevel')]	['AbnormalUrinaryCarbohydrateLevel']	[]	ElevatedUrineErythritolLevel	Elevated urine erythritol level	Amount of erythritol in the urine above the upper limit of normal.		[{'predicate': 'subClassOf', 'target': 'AbnormalUrineCarbohydrateLevel'}]		HP:0034613	[{'predicate': 'subClassOf', 'target': 'AbnormalUrinaryCarbohydrateLevel'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	0	0	1.0	[]	[]	[]	[('subClassOf', 'AbnormalityOfTheOvary')]	['AbnormalOvaryMorphology']	[]	OvarianFibrosis	Ovarian fibrosis	Excessive proliferation of fibroblasts and deposition of extracellular matrix within the ovary.		[{'predicate': 'subClassOf', 'target': 'AbnormalityOfTheOvary'}]		HP:0034571	[{'predicate': 'subClassOf', 'target': 'AbnormalOvaryMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	1	1	0.0	[]	[('subClassOf', 'RhabdoidTumor')]	[('subClassOf', 'RenalNeoplasm')]	[]	[]	[{'term_id': 'HP:0034558', 'term_label': 'Rhabdoid tumor of the ovary', 'pred': 'subClassOf', 'expected_tgt': 'RhabdoidTumor', 'outcome': 'true_positive'}, {'term_id': 'HP:0034558', 'term_label': 'Rhabdoid tumor of the ovary', 'pred': 'subClassOf', 'predicted_tgt': 'RenalNeoplasm', 'outcome': 'fp'}]	RhabdoidTumorOfTheOvary	Rhabdoid tumor of the ovary	A highly aggressive, extremely rare neoplasm of the ovary that is usually seen in children. The term rhabdoid is used because the tumor cells resemble rhabdomyoblasts but lack myogenic markers.		[{'predicate': 'subClassOf', 'target': 'RhabdoidTumor'}]		HP:0034558	[{'predicate': 'subClassOf', 'target': 'RenalNeoplasm'}, {'predicate': 'subClassOf', 'target': 'RhabdoidTumor'}]	0.5	1.0	0.6666666666666666	0.5	0.0	1	0	1	0								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	0	0	1.0	[]	[]	[]	[('subClassOf', 'AbnormalPeroxisomalMorphology')]	['AbnormalCellularOrganelleMorphology']	[]	AbsenceOfPeroxisomes	Absence of peroxisomes	Lack of observable peroxisomes. This feature can be observed by immunohistochemical staining of cultured cells (such as fibroblasts) or by electronmicroscopy.		[{'predicate': 'subClassOf', 'target': 'AbnormalPeroxisomalMorphology'}]		HP:0034553	[{'predicate': 'subClassOf', 'target': 'AbnormalCellularOrganelleMorphology'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
nous-hermes-13b	openai:	False	2023-09-06 15:55:54.035211	2023-09-06 17:44:24.279351	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_hp		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_hp_training', 'testing_set_collection': 'ont_hp_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.22666666666666668, 'recall': 0.26, 'f1_score': 0.2366666666666667, 'accuracy': 0.22666666666666668, 'specificity': 0.0, 'true_positives': 13, 'true_negatives': 0, 'false_positives': 46, 'false_negatives': 38}	hp	all	1	0	0.0	[]	[('subClassOf', 'AbnormalBiliaryTractMorphology')]	[]	[]	[]	[{'term_id': 'HP:0035013', 'term_label': 'Abnormal extrahepatic bile duct morphology', 'pred': 'subClassOf', 'expected_tgt': 'AbnormalBiliaryTractMorphology', 'outcome': 'true_positive'}]	AbnormalExtrahepaticBileDuctMorphology	Abnormal extrahepatic bile duct morphology			[{'predicate': 'subClassOf', 'target': 'AbnormalBiliaryTractMorphology'}]		HP:0035013	[{'predicate': 'subClassOf', 'target': 'AbnormalBiliaryTractMorphology'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
nous-hermes-13b	openai:	False	2023-09-05 16:18:15.109736	2023-09-05 18:36:31.890314	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2866666666666666, 'recall': 0.2866666666666667, 'f1_score': 0.284, 'accuracy': 0.25233333333333335, 'specificity': 0.0, 'true_positives': 26, 'true_negatives': 0, 'false_positives': 55, 'false_negatives': 50}	go	all	0	0	3.0	[]	[]	[]	[('PartOf', 'PlantTypeCellWallAssembly'), ('subClassOf', 'CellularComponentAssembly'), ('ResultsInAssemblyOf', 'CasparianStrip')]	[]	[]	CasparianStripAssembly	Casparian strip assembly	The aggregation, arrangement and bonding together of a set of components to form a Casparian strip, a region of plant cell wall specialised to act as a seal to prevent back leakage of secreted material.		[{'predicate': 'PartOf', 'target': 'PlantTypeCellWallAssembly'}, {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}, {'predicate': 'subClassOf', 'target': 'CellularComponentAssembly'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'CellularComponentAssembly'}, {'predicate': 'ResultsInAssemblyOf', 'target': 'CasparianStrip'}]	GO:0160073		0.0	0.0	0.0	0.0	0.0	0	0	0	1								
nous-hermes-13b	openai:	False	2023-09-05 16:18:15.109736	2023-09-05 18:36:31.890314	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG-nous-hermes-13b	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.2866666666666666, 'recall': 0.2866666666666667, 'f1_score': 0.284, 'accuracy': 0.25233333333333335, 'specificity': 0.0, 'true_positives': 26, 'true_negatives': 0, 'false_positives': 55, 'false_negatives': 50}	go	all	2	0	0.0	[]	[('PartOf', 'RadialSpoke1'), ('subClassOf', 'RadialSpokeBase')]	[]	[]	[]	[{'term_id': 'GO:0120340', 'term_label': 'radial spoke base 1', 'pred': 'PartOf', 'expected_tgt': 'RadialSpoke1', 'outcome': 'true_positive'}, {'term_id': 'GO:0120340', 'term_label': 'radial spoke base 1', 'pred': 'subClassOf', 'expected_tgt': 'RadialSpokeBase', 'outcome': 'true_positive'}]	RadialSpokeBase1	radial spoke base 1	The short portion of the radial spoke 1 (RS1) that is directly anchored to the A microtubule of an axonemal microtubule doublet.		[{'predicate': 'PartOf', 'target': 'RadialSpoke1'}, {'predicate': 'subClassOf', 'target': 'RadialSpokeBase'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'RadialSpokeBase'}, {'predicate': 'PartOf', 'target': 'RadialSpoke1'}]	GO:0120340	[{'predicate': 'PartOf', 'target': 'RadialSpoke1'}, {'predicate': 'subClassOf', 'target': 'RadialSpokeBase'}]	1.0	1.0	1.0	1.0	0.0	2	0	0	0								
